source,target_preferred,status,category,source_id,confidence
check the fluid level,проверить уровень рабочей жидкости,candidate,hydraulics,EDITORIAL_CORE_2026,high
check for leaks,проверить на наличие утечек,candidate,hydraulics,EDITORIAL_CORE_2026,high
inspect the hose for cracks,проверить шланг на наличие трещин,candidate,hydraulics,EDITORIAL_CORE_2026,high
replace the sealing washer,заменить уплотнительную шайбу,candidate,hydraulics,EDITORIAL_CORE_2026,high
compressed air,сжатый воздух,candidate,pneumatics,EDITORIAL_CORE_2026,high
air compressor,воздушный компрессор,candidate,pneumatics,EDITORIAL_CORE_2026,high
air dryer,осушитель воздуха,candidate,pneumatics,EDITORIAL_CORE_2026,high
air reservoir,воздушный ресивер,candidate,pneumatics,EDITORIAL_CORE_2026,high
pressure regulator,регулятор давления,candidate,pneumatics,EDITORIAL_CORE_2026,high
pneumatic actuator,пневматический привод,candidate,pneumatics,EDITORIAL_CORE_2026,high
air spring,пневматическая рессора,candidate,pneumatics,EDITORIAL_CORE_2026,high
air suspension,пневматическая подвеска,candidate,pneumatics,EDITORIAL_CORE_2026,high
height control valve,клапан регулирования высоты кузова,candidate,pneumatics,EDITORIAL_CORE_2026,medium
pneumatic control valve,пневматический управляющий клапан,candidate,pneumatics,EDITORIAL_CORE_2026,high
air line,пневматическая магистраль,candidate,pneumatics,EDITORIAL_CORE_2026,high
air leak,утечка воздуха,candidate,pneumatics,EDITORIAL_CORE_2026,high
pressure build-up time,время нарастания давления,candidate,pneumatics,EDITORIAL_CORE_2026,high
vent the system,стравить давление из системы,candidate,pneumatics,EDITORIAL_CORE_2026,high
