source,target_preferred,status,category,source_id,confidence
fuel pressure regulator,регулятор давления топлива,candidate,fuel,EDITORIAL_CORE_2026,high
fuel pressure sensor,датчик давления топлива,candidate,fuel,EDITORIAL_CORE_2026,high
fuel return line,топливопровод обратной подачи,candidate,fuel,EDITORIAL_CORE_2026,medium
fuel supply line,топливопровод подачи,candidate,fuel,EDITORIAL_CORE_2026,high
evaporative emission canister,адсорбер паров топлива,candidate,emissions,EDITORIAL_CORE_2026,high
purge control valve,клапан продувки адсорбера,candidate,emissions,EDITORIAL_CORE_2026,high
exhaust gas recirculation valve,клапан рециркуляции отработавших газов,candidate,emissions,EDITORIAL_CORE_2026,high
exhaust gas temperature sensor,датчик температуры отработавших газов,candidate,emissions,EDITORIAL_CORE_2026,high
oxygen sensor,датчик кислорода,candidate,emissions,EDITORIAL_CORE_2026,high
heated oxygen sensor,подогреваемый датчик кислорода,candidate,emissions,EDITORIAL_CORE_2026,high
catalytic converter,каталитический нейтрализатор,candidate,emissions,EDITORIAL_CORE_2026,high
diesel particulate filter,сажевый фильтр дизельного двигателя,candidate,emissions,EDITORIAL_CORE_2026,high
selective catalytic reduction system,система селективного каталитического восстановления,candidate,emissions,EDITORIAL_CORE_2026,high
diesel exhaust fluid,водный раствор мочевины для системы SCR,candidate,emissions,EDITORIAL_CORE_2026,medium
