source,target_preferred,status,category,source_id,confidence
charge the specified amount of refrigerant,заправить установленное количество хладагента,candidate,service,EDITORIAL_CORE_2026,high
instrument panel,панель приборов,candidate,interior,EDITORIAL_CORE_2026,high
instrument cluster,комбинация приборов,candidate,interior,EDITORIAL_CORE_2026,high
center console,центральная консоль,candidate,interior,EDITORIAL_CORE_2026,high
console side panel,боковая панель консоли,candidate,interior,EDITORIAL_CORE_2026,high
glove compartment,вещевой ящик,candidate,interior,EDITORIAL_CORE_2026,high
glove compartment damper,демпфер вещевого ящика,candidate,interior,EDITORIAL_CORE_2026,high
instrument panel reinforcement,усилитель панели приборов,candidate,interior,EDITORIAL_CORE_2026,high
instrument panel garnish,декоративная накладка панели приборов,candidate,interior,EDITORIAL_CORE_2026,high
steering column cover,кожух рулевой колонки,candidate,interior,EDITORIAL_CORE_2026,high
center finish panel,центральная декоративная панель,candidate,interior,EDITORIAL_CORE_2026,medium
door trim panel,обивка двери,candidate,interior,EDITORIAL_CORE_2026,high
door pull handle,ручка закрывания двери,candidate,interior,EDITORIAL_CORE_2026,high
inside door handle,внутренняя ручка двери,candidate,interior,EDITORIAL_CORE_2026,high
armrest,подлокотник,candidate,interior,EDITORIAL_CORE_2026,high
window switch panel,панель переключателей стеклоподъёмников,candidate,interior,EDITORIAL_CORE_2026,high
speaker grille,решётка динамика,candidate,interior,EDITORIAL_CORE_2026,high
front seat,переднее сиденье,candidate,interior,EDITORIAL_CORE_2026,high
rear seat,заднее сиденье,candidate,interior,EDITORIAL_CORE_2026,high
seat cushion,подушка сиденья,candidate,interior,EDITORIAL_CORE_2026,high
seatback,спинка сиденья,candidate,interior,EDITORIAL_CORE_2026,high
seat cushion frame,каркас подушки сиденья,candidate,interior,EDITORIAL_CORE_2026,high
seatback frame,каркас спинки сиденья,candidate,interior,EDITORIAL_CORE_2026,high
seat track,салазки сиденья,candidate,interior,EDITORIAL_CORE_2026,high
seat adjuster,механизм регулировки сиденья,candidate,interior,EDITORIAL_CORE_2026,high
seat height adjuster,механизм регулировки высоты сиденья,candidate,interior,EDITORIAL_CORE_2026,high
seat recliner,механизм регулировки наклона спинки,candidate,interior,EDITORIAL_CORE_2026,high
lumbar support,поясничная опора,candidate,interior,EDITORIAL_CORE_2026,high
head restraint,подголовник,candidate,interior,EDITORIAL_CORE_2026,high
seat heater,обогреватель сиденья,candidate,interior,EDITORIAL_CORE_2026,high
seat ventilation fan,вентилятор вентиляции сиденья,candidate,interior,EDITORIAL_CORE_2026,high
occupant detection sensor,датчик присутствия пассажира,candidate,interior,EDITORIAL_CORE_2026,high
seat position sensor,датчик положения сиденья,candidate,interior,EDITORIAL_CORE_2026,high
seat belt,ремень безопасности,candidate,restraint,EDITORIAL_CORE_2026,high
seat belt buckle,замок ремня безопасности,candidate,restraint,EDITORIAL_CORE_2026,high
seat belt retractor,втягивающее устройство ремня безопасности,candidate,restraint,EDITORIAL_CORE_2026,high
seat belt pretensioner,преднатяжитель ремня безопасности,candidate,restraint,EDITORIAL_CORE_2026,high
seat belt anchor,крепление ремня безопасности,candidate,restraint,EDITORIAL_CORE_2026,high
upper anchor,верхнее крепление ремня,candidate,restraint,EDITORIAL_CORE_2026,high
lower anchor,нижнее крепление ремня,candidate,restraint,EDITORIAL_CORE_2026,high
headliner,обивка потолка,candidate,interior,EDITORIAL_CORE_2026,high
sun visor,солнцезащитный козырёк,candidate,interior,EDITORIAL_CORE_2026,high
assist grip,поручень,candidate,interior,EDITORIAL_CORE_2026,high
overhead console,потолочная консоль,candidate,interior,EDITORIAL_CORE_2026,high
map lamp,лампа местного освещения,candidate,interior,EDITORIAL_CORE_2026,high
room lamp,плафон освещения салона,candidate,interior,EDITORIAL_CORE_2026,high
A-pillar trim,облицовка передней стойки,candidate,interior,EDITORIAL_CORE_2026,high
B-pillar trim,облицовка средней стойки,candidate,interior,EDITORIAL_CORE_2026,high
C-pillar trim,облицовка задней стойки,candidate,interior,EDITORIAL_CORE_2026,high
scuff plate,накладка порога,candidate,interior,EDITORIAL_CORE_2026,high
kick panel,боковая панель пространства для ног,candidate,interior,EDITORIAL_CORE_2026,medium
carpet,ковровое покрытие пола,candidate,interior,EDITORIAL_CORE_2026,high
floor mat,коврик пола,candidate,interior,EDITORIAL_CORE_2026,high
luggage compartment trim,облицовка багажного отделения,candidate,interior,EDITORIAL_CORE_2026,high
luggage floor panel,панель пола багажного отделения,candidate,interior,EDITORIAL_CORE_2026,high
parcel shelf,полка багажного отделения,candidate,interior,EDITORIAL_CORE_2026,high
sound insulation pad,шумоизоляционная накладка,candidate,interior,EDITORIAL_CORE_2026,high
foam insulator,пеноматериал шумоизоляции,candidate,interior,EDITORIAL_CORE_2026,medium
trim clip,клипса облицовки,candidate,interior,EDITORIAL_CORE_2026,high
retaining tab,фиксирующий язычок,candidate,interior,EDITORIAL_CORE_2026,high
locating pin,направляющий штифт,candidate,interior,EDITORIAL_CORE_2026,high
remove the trim panel,снять панель облицовки,candidate,service,EDITORIAL_CORE_2026,high
release the retaining tabs,освободить фиксирующие язычки,candidate,service,EDITORIAL_CORE_2026,high
do not damage the clips,не повредить клипсы,candidate,service,EDITORIAL_CORE_2026,high
replace damaged clips,заменить повреждённые клипсы,candidate,service,EDITORIAL_CORE_2026,high
install in the reverse order of removal,установить в последовательности обратной снятию,candidate,service,EDITORIAL_CORE_2026,high
