source,target_preferred,status,category,source_id,confidence
check wheel alignment,проверить углы установки колёс,candidate,suspension,EDITORIAL_CORE_2026,high
steering wheel,рулевое колесо,candidate,steering,EDITORIAL_CORE_2026,high
steering column,рулевая колонка,candidate,steering,EDITORIAL_CORE_2026,high
steering shaft,рулевой вал,candidate,steering,EDITORIAL_CORE_2026,high
intermediate steering shaft,промежуточный рулевой вал,candidate,steering,EDITORIAL_CORE_2026,high
steering gear,рулевой механизм,candidate,steering,EDITORIAL_CORE_2026,high
steering rack,рулевая рейка,candidate,steering,EDITORIAL_CORE_2026,high
rack housing,картер рулевого механизма,candidate,steering,EDITORIAL_CORE_2026,medium
tie rod,рулевая тяга,candidate,steering,EDITORIAL_CORE_2026,high
tie rod end,наконечник рулевой тяги,candidate,steering,EDITORIAL_CORE_2026,high
steering rack boot,защитный чехол рулевой рейки,candidate,steering,EDITORIAL_CORE_2026,high
power steering pump,насос гидроусилителя рулевого управления,candidate,steering,EDITORIAL_CORE_2026,high
power steering fluid,рабочая жидкость усилителя рулевого управления,candidate,steering,EDITORIAL_CORE_2026,medium
power steering reservoir,бачок рабочей жидкости усилителя рулевого управления,candidate,steering,EDITORIAL_CORE_2026,medium
electric power steering,электроусилитель рулевого управления,candidate,steering,EDITORIAL_CORE_2026,high
steering torque sensor,датчик крутящего момента рулевого управления,candidate,steering,EDITORIAL_CORE_2026,medium
steering motor,электродвигатель усилителя рулевого управления,candidate,steering,EDITORIAL_CORE_2026,high
steering wheel free play,свободный ход рулевого колеса,candidate,steering,EDITORIAL_CORE_2026,high
steering effort,усилие на рулевом колесе,candidate,steering,EDITORIAL_CORE_2026,medium
center the steering wheel,установить рулевое колесо в среднее положение,candidate,steering,EDITORIAL_CORE_2026,high
calibrate steering angle sensor,откалибровать датчик угла поворота рулевого колеса,candidate,steering,EDITORIAL_CORE_2026,high
