source,target_preferred,status,category,source_id,confidence
manifold absolute pressure sensor,датчик абсолютного давления во впускном коллекторе,candidate,engine_electronics,EDITORIAL_CORE_2026,high
intake air temperature sensor,датчик температуры впускного воздуха,candidate,engine_electronics,EDITORIAL_CORE_2026,high
boost pressure sensor,датчик давления наддува,candidate,engine_electronics,EDITORIAL_CORE_2026,high
turbocharger,турбокомпрессор,candidate,forced_induction,EDITORIAL_CORE_2026,high
turbocharger compressor housing,корпус компрессора турбокомпрессора,candidate,forced_induction,EDITORIAL_CORE_2026,high
turbine housing,корпус турбины,candidate,forced_induction,EDITORIAL_CORE_2026,high
wastegate actuator,привод перепускного клапана турбокомпрессора,candidate,forced_induction,EDITORIAL_CORE_2026,medium
boost control solenoid,электромагнитный клапан управления наддувом,candidate,forced_induction,EDITORIAL_CORE_2026,high
intercooler,охладитель наддувочного воздуха,candidate,forced_induction,EDITORIAL_CORE_2026,high
charge air hose,шланг наддувочного воздуха,candidate,forced_induction,EDITORIAL_CORE_2026,high
exhaust gas recirculation valve,клапан рециркуляции отработавших газов,candidate,emissions,EDITORIAL_CORE_2026,high
exhaust gas recirculation cooler,охладитель системы рециркуляции отработавших газов,candidate,emissions,EDITORIAL_CORE_2026,high
oxygen sensor,датчик кислорода,candidate,emissions,EDITORIAL_CORE_2026,high
upstream oxygen sensor,верхний датчик кислорода,candidate,emissions,EDITORIAL_CORE_2026,medium
downstream oxygen sensor,нижний датчик кислорода,candidate,emissions,EDITORIAL_CORE_2026,medium
catalytic converter,каталитический нейтрализатор,candidate,emissions,EDITORIAL_CORE_2026,high
diesel particulate filter,сажевый фильтр,candidate,emissions,EDITORIAL_CORE_2026,high
gasoline particulate filter,фильтр твёрдых частиц бензинового двигателя,candidate,emissions,EDITORIAL_CORE_2026,high
selective catalytic reduction system,система селективной каталитической нейтрализации,candidate,emissions,EDITORIAL_CORE_2026,high
urea solution tank,бак раствора мочевины,candidate,emissions,EDITORIAL_CORE_2026,medium
fuel tank,топливный бак,candidate,fuel,EDITORIAL_CORE_2026,high
fuel filler pipe,наливная труба топливного бака,candidate,fuel,EDITORIAL_CORE_2026,high
fuel pump module,модуль топливного насоса,candidate,fuel,EDITORIAL_CORE_2026,high
low-pressure fuel pump,топливный насос низкого давления,candidate,fuel,EDITORIAL_CORE_2026,high
high-pressure fuel pump,топливный насос высокого давления,candidate,fuel,EDITORIAL_CORE_2026,high
fuel rail,топливная рампа,candidate,fuel,EDITORIAL_CORE_2026,high
fuel injector,топливная форсунка,candidate,fuel,EDITORIAL_CORE_2026,high
fuel pressure sensor,датчик давления топлива,candidate,fuel,EDITORIAL_CORE_2026,high
fuel pressure regulator,регулятор давления топлива,candidate,fuel,EDITORIAL_CORE_2026,high
fuel filter,топливный фильтр,candidate,fuel,EDITORIAL_CORE_2026,high
fuel feed line,топливоподающий трубопровод,candidate,fuel,EDITORIAL_CORE_2026,medium
fuel return line,топливный сливной трубопровод,candidate,fuel,EDITORIAL_CORE_2026,medium
evaporative emission canister,адсорбер паров топлива,candidate,emissions,EDITORIAL_CORE_2026,high
purge control valve,клапан продувки адсорбера,candidate,emissions,EDITORIAL_CORE_2026,high
fuel tank pressure sensor,датчик давления в топливном баке,candidate,emissions,EDITORIAL_CORE_2026,high
glow plug,свеча накаливания,candidate,diesel,EDITORIAL_CORE_2026,high
glow plug control module,блок управления свечами накаливания,candidate,diesel,EDITORIAL_CORE_2026,high
common rail,аккумуляторная топливная рампа,candidate,diesel,EDITORIAL_CORE_2026,medium
rail pressure sensor,датчик давления в топливной рампе,candidate,diesel,EDITORIAL_CORE_2026,high
fuel metering valve,дозирующий клапан топлива,candidate,diesel,EDITORIAL_CORE_2026,medium
injector leak-off line,сливной топливопровод форсунок,candidate,diesel,EDITORIAL_CORE_2026,medium
