source,target_preferred,status,category,source_id,confidence
welding clamp,сварочный зажим,candidate,tools,EDITORIAL_CORE_2026,high
panel clamp,зажим для кузовных панелей,candidate,tools,EDITORIAL_CORE_2026,high
self-piercing rivet,самопроникающая заклёпка,candidate,joining,EDITORIAL_CORE_2026,high
blind rivet,вытяжная заклёпка,candidate,joining,EDITORIAL_CORE_2026,high
solid rivet,цельная заклёпка,candidate,joining,EDITORIAL_CORE_2026,high
flow-form screw,формующий винт,candidate,joining,EDITORIAL_CORE_2026,medium
structural adhesive,конструкционный клей,candidate,materials,EDITORIAL_CORE_2026,high
panel bonding adhesive,клей для соединения кузовных панелей,candidate,materials,EDITORIAL_CORE_2026,high
hem flange adhesive,клей для завальцованных соединений,candidate,materials,EDITORIAL_CORE_2026,high
seam sealer,шовный герметик,candidate,materials,EDITORIAL_CORE_2026,high
brushable seam sealer,кистевой шовный герметик,candidate,materials,EDITORIAL_CORE_2026,high
sprayable seam sealer,распыляемый шовный герметик,candidate,materials,EDITORIAL_CORE_2026,high
cavity wax,антикоррозионный состав для скрытых полостей,candidate,materials,EDITORIAL_CORE_2026,high
underbody coating,антикоррозионное покрытие днища,candidate,materials,EDITORIAL_CORE_2026,high
stone-chip coating,антигравийное покрытие,candidate,materials,EDITORIAL_CORE_2026,high
corrosion protection,антикоррозионная защита,candidate,materials,EDITORIAL_CORE_2026,high
epoxy primer,эпоксидный грунт,candidate,materials,EDITORIAL_CORE_2026,high
etch primer,кислотный грунт,candidate,materials,EDITORIAL_CORE_2026,medium
zinc-rich primer,цинконаполненный грунт,candidate,materials,EDITORIAL_CORE_2026,high
adhesion promoter,активатор адгезии,candidate,materials,EDITORIAL_CORE_2026,high
body filler,кузовная шпатлёвка,candidate,materials,EDITORIAL_CORE_2026,high
finishing putty,финишная шпатлёвка,candidate,materials,EDITORIAL_CORE_2026,high
sound deadener,шумопоглощающий материал,candidate,materials,EDITORIAL_CORE_2026,medium
anti-flutter adhesive,виброгасящий клей,candidate,materials,EDITORIAL_CORE_2026,medium
remove the spot welds,удалить сварные точки,candidate,service,EDITORIAL_CORE_2026,high
drill out the spot welds,высверлить сварные точки,candidate,service,EDITORIAL_CORE_2026,high
cut along the marked line,разрезать по отмеченной линии,candidate,service,EDITORIAL_CORE_2026,high
separate the panel,отделить панель,candidate,service,EDITORIAL_CORE_2026,high
remove the damaged panel,снять повреждённую панель,candidate,service,EDITORIAL_CORE_2026,high
straighten the mating flange,выправить сопрягаемый фланец,candidate,service,EDITORIAL_CORE_2026,high
remove burrs,удалить заусенцы,candidate,service,EDITORIAL_CORE_2026,high
grind the welds flush,зачистить сварные швы заподлицо,candidate,service,EDITORIAL_CORE_2026,high
clean the mating surfaces,очистить сопрягаемые поверхности,candidate,service,EDITORIAL_CORE_2026,high
apply weld-through primer,нанести токопроводящий сварочный грунт,candidate,service,EDITORIAL_CORE_2026,high
apply structural adhesive,нанести конструкционный клей,candidate,service,EDITORIAL_CORE_2026,high
position the replacement panel,установить ремонтную панель,candidate,service,EDITORIAL_CORE_2026,high
clamp the panel in position,зафиксировать панель зажимами,candidate,service,EDITORIAL_CORE_2026,high
check the body dimensions,проверить контрольные размеры кузова,candidate,service,EDITORIAL_CORE_2026,high
check the panel gaps,проверить зазоры между панелями,candidate,service,EDITORIAL_CORE_2026,high
check the flushness,проверить положение панелей по высоте,candidate,service,EDITORIAL_CORE_2026,medium
make plug welds,выполнить электрозаклёпочные сварные соединения,candidate,service,EDITORIAL_CORE_2026,high
make resistance spot welds,выполнить контактную точечную сварку,candidate,service,EDITORIAL_CORE_2026,high
weld in the specified sequence,выполнить сварку в указанной последовательности,candidate,service,EDITORIAL_CORE_2026,high
allow the welds to cool,дать сварным швам остыть,candidate,service,EDITORIAL_CORE_2026,high
avoid overheating the panel,не допускать перегрева панели,candidate,service,EDITORIAL_CORE_2026,high
apply seam sealer,нанести шовный герметик,candidate,service,EDITORIAL_CORE_2026,high
restore corrosion protection,восстановить антикоррозионную защиту,candidate,service,EDITORIAL_CORE_2026,high
apply cavity wax,нанести антикоррозионный состав в скрытые полости,candidate,service,EDITORIAL_CORE_2026,high
restore the underbody coating,восстановить покрытие днища,candidate,service,EDITORIAL_CORE_2026,high
refinish the repaired area,восстановить лакокрасочное покрытие отремонтированного участка,candidate,service,EDITORIAL_CORE_2026,high
