source,target_preferred,status,category,source_id,confidence
tripod joint,трипоидный шарнир,candidate,driveline,EDITORIAL_CORE_2026,high
joint boot,защитный чехол шарнира,candidate,driveline,EDITORIAL_CORE_2026,high
boot clamp,хомут защитного чехла,candidate,driveline,EDITORIAL_CORE_2026,high
splined shaft,шлицевой вал,candidate,driveline,EDITORIAL_CORE_2026,high
spline,шлицевое соединение,candidate,driveline,EDITORIAL_CORE_2026,medium
runout,радиальное биение,candidate,driveline,EDITORIAL_CORE_2026,medium
phasing marks,метки взаимного положения,candidate,driveline,EDITORIAL_CORE_2026,medium
matchmark,монтажная метка,candidate,service,EDITORIAL_CORE_2026,high
measure backlash,измерить боковой зазор,candidate,service,EDITORIAL_CORE_2026,high
check bearing preload,проверить предварительный натяг подшипника,candidate,service,EDITORIAL_CORE_2026,high
adjust shift cable,отрегулировать трос переключения передач,candidate,service,EDITORIAL_CORE_2026,high
fill with specified fluid,заправить рекомендованной рабочей жидкостью,candidate,service,EDITORIAL_CORE_2026,high
check fluid level,проверить уровень рабочей жидкости,candidate,service,EDITORIAL_CORE_2026,high
replace the oil seal,заменить сальник,candidate,service,EDITORIAL_CORE_2026,high
align the matchmarks,совместить монтажные метки,candidate,service,EDITORIAL_CORE_2026,high
stake the nut,закернить гайку,candidate,service,EDITORIAL_CORE_2026,high
apply gear oil,нанести трансмиссионное масло,candidate,service,EDITORIAL_CORE_2026,high
